OBSID,teacher_turn_idx,teacher_text,student_turn_idx,student_text,alt_dialogic_teaching,alt_productive_failure,alt_uptake,alt_pressing_for_reasoning
59,549,No.,548,2 times – 2 times 5.,"Tell me more about how you chose 5; if we have 2 times 5, what total does that give us?",Try multiplying those two together—does that get us back to the 24 we are looking for?,"So if 2 times 5 gets us to 10, what would we need to multiply 2 by to get all the way to 24?",How did you arrive at 5 as the other dimension to get us to 24?
60,256,No. Student J?,255,"Not eight. Yeah, eight people.","If we put eight people in each of those eight vans, how many people would we have altogether?","If we put 8 people in each of those 8 vans, how many people would that be in total? Does that match the 44 people we have?","If we put eight people in each of those eight vans, how many total people would we have altogether?",How did you decide on eight? Can you explain your thinking for us?
80,227,No. Wow. I'm surprised. You know what?,226,The half pipe's the card.,"""That’s an interesting connection—tell me more about what kind of card you're thinking of and what it looks like.""","That’s an interesting thought. If a half pipe is a card, how would someone get these kinds of scores or results from it?","[teacher] A card? Tell me more about that—if we were looking at a card that showed an athlete's results, what kind of numbers or scores would we expect to see on it?","What makes you say it's a card, and how would that connect to the results and numbers we're looking at here?"
84,38,"No. The subject we’re using is bike, walk, bus. Student N?",37,The subject?,"""Tell me more about what you mean by 'the subject'—how does that name help us describe the different ways of getting to school?""","If we use ""Subject"" as our label, does that tell the reader exactly what bike, walk, and bus are? Look at those five things again and see if you can find a word that describes how they actually get us from place to place.","Okay, so if we’re treating those as our subjects, what is a word we can use to label that whole group of subjects—the bikes, the buses, and the cars?","What is your reasoning for calling it the “subject,” and how does that label describe the relationship between bike, walk, and bus?"
84,161,"No, not 5.",160,5.,"I see you counted 5 stars. Since we know each star stands for 3 visitors, how can we use that to find the total number of people who came in April?","If each of those 5 stars stands for 3 visitors, how does that change our total?","You’re seeing 5 stars there for April; if each of those 5 stars represents 3 visitors, how can we use that to find the total number of people who visited?",How did you use the key at the bottom to find the total number of visitors for those 5 stars?
98,155,No.,154,Boston.,What makes you think Boston is the place we are heading back to?,Take a look at your map and trace the path from Nashville to Boston; does that route bring us back to the same city where we first loaded the bus?,"If Boston is our home, what does that tell us about the direction we've been traveling since we left Nashville?",What makes you think Boston is the city where our journey began?
109,223,"No, . So what are you doing?",222,I said that. Four thousand five hundred.,I see. What is the rule you are using to figure out which number comes next in this sequence?,"""I hear you saying four thousand five hundred. If you look at the jumps we've made from four thousand three hundred to four thousand four hundred, how can you check if that number follows the same rule?""","You're right, 4,500. Since you’ve identified that we are counting by hundreds, what would the next three numbers in our sequence be?","How did you decide that 4,500 is the next number in our sequence?"
134,376,"No, stop, stop, stop.",375,Explain –,"Go ahead, tell me more about those six places and how they help you understand that side of the shape.","[teacher] Okay, show me how those six places work on your paper, and let's see if that matches up with the total length we have here.","Okay, so you're seeing six places there. Can you explain what those six places tell us about that side?",Go ahead—walk me through how you found those six places and why that matters for the side we are looking at.
144,27,No. You need to not call out. What does determine mean?,26,Answer.,"So, if we use our ""answer"" to make a choice, how does that help us reach a final decision about whether the shape is a polygon?","""Let's try swapping those words into our sentence. If our goal is to 'describe' or 'answer' if a shape is a polygon, does that help us make a final decision? Try to use one of those words to decide if a shape belongs in a group and see if it feels like it's the right tool for the job.""","I’m hearing ""describe"" and ""answer""—if we use those descriptions to find an answer about these shapes, how does that help us make a final decision about which group they belong in?","How would ""answering"" or ""describing"" help you decide whether a shape is a polygon or not?"
150,166,No.,165,Eight.,Tell me how you're counting them—where do you see the eight sides on that shape?,[teacher] Count the sides on that shape for me and see if your total matches eight.,"Eight? Looking at the hexagon and the octagon you just pointed out, which one of those do you think matches that count of eight?",Can you show me how you counted the sides to get to eight?
155,167,No.,166,120?,"Tell me more about how you got to 120, and how does that compare to the right angle we just made?","Think about the 90-degree right angle we just practiced. If you compare that to this straight line, does 120 degrees look like it covers the whole distance, or are we still missing some?","120 is a good start because it's wider than a right angle; if we know a right angle is 90 degrees, how much further do we have to go to get this line to lay completely flat?",What’s your thinking behind 120? Can you explain how you're figuring that out based on the other angles we’ve practiced?
155,171,No. ?,170,140.,"You’re getting closer! If we know a right angle is 90 degrees, how many of those do you think it would take to make this straight line?","""Think about a right angle being 90 degrees. If we need two of those 'L' shapes to lay perfectly flat and make this straight line, how does that change your estimate of 140?""","[teacher] 140 is getting us closer! If we keep opening that angle up past 140, what number do you think we'll land on when the line is finally flat?",What's your reasoning for 140? How did you arrive at that number?
168,115,No. 11 –,114,25.,Tell me how you're counting the minutes from 11:15 to get to 11:25.,"""If you start at 11:15 and count forward the five minutes you found, does that land you right on 11:25?""",11:25—how did you count that out from our 11:15 start time?,How did you figure out it would be 11:25?
168,226,"No, it can’t be that.",225,12 weeks and a half.,Tell me more about that—how did you arrive at twelve and a half weeks?,"""Walk us through that—if we follow the pattern of your earnings, what would the total be at exactly twelve and a half weeks?""",You're looking at that space between week 12 and week 13; what tells you it would happen right at that half-week mark?,How did you arrive at twelve and a half weeks?
184,370,"No, look at B on number 5.",369,Eight.,Eight? Tell us a bit more about how you found that number on our number line.,"If B is 8, look back at where we found 2 for point A—how many whole numbers would have to fit in that space between them?","[teacher] I see you counted eight small sections to get there. Looking at the big whole numbers on our line, which one are we at when we reach that eighth section?",How did you find eight? Tell us more about what you're looking at on the number line.
184,385,"No, what number is it after?",384,Three.,I hear five and three—can you walk us through how you're counting on the line to get to those numbers?,"You're seeing three and five. If you try to count those eight sections starting from the whole number, how can you use that to show us exactly where point C lands?","[teacher] I hear three and five; looking at the large numbers on the line, how do those counts help us determine which whole number point C has just passed?",Can you explain your thinking on why it represents three?
189,169,No.,168,Yes.,"I hear a mix of ""yes"" and ""no""—for those of you saying ""no,"" what is it about six and three-sixths that makes you think we could take it a step further?","I hear some of you saying ""yes"" and some saying ""no."" For those of you who think we are finished, take a close look at that three-sixths—is there any other way we could write that fraction to make it even simpler?","I hear some of you saying ""no""—what do you see in that fraction three-sixths that tells you we might not be finished yet?","For those of you saying ""no,"" what's your reasoning for why we might not be finished with six and three sixths yet?"
194,153,No.,152,Is ?,What makes you think it might be that way? Show me how you're measuring it.,"Try testing that idea out with your ruler—if you use that measurement, does it align with what you're seeing on the other side of the rectangle?","What makes you think that might be the case, and how would that change the way we label the length and width for this shape?",What makes you think that? Can you walk me through your reasoning and show me how you're looking at those measurements?
195,155,"No, we have up to 22. We have up 24. Student I, what do you notice?",154,They're square.,Tell me more about those squares you're seeing—what is it about how they are arranged that makes you say they only go up to 20-something?,,They *are* square! How does that square shape help us count up to the 24 square inches we found?,"How did you count those squares to arrive at 20-something, and why do you think it stops there?"
195,211,No.,210,On the bottom.,Tell me more about what is happening along that bottom edge that allows those extra tiles to fit.,Try placing your tiles along that bottom edge and tell me if that’s the side that actually got longer.,"So if more tiles fit across the bottom, what does that tell us about the length of that side compared to the other side?",How does the longer side of the paper change the number of tiles we can fit along the bottom?
200,463,No. What did you do with the numbers? What operation?,462,They’re zeros.,I see those zeros; tell me more about how you used them to reach your answer.,"If those are zeros, go ahead and try to finish the problem using them. What do you notice about your result compared to the numbers you started with?","[teacher] They are zeros. So, looking at those zeros, what does that tell you about what you did with these three numbers?","How did you decide those should be zeros, and how does that help you figure out what to do next with these numbers?"
201,45,"No, in the ten thousand place.",44,"Tens, or in –","[teacher] Tell me more about that—how did you figure out that it would take 1,000 tens to make ten thousand?","[teacher] Think about the relationship between those units—if you have 1,000 tens, how could you show us on your place value chart whether that lands us exactly at 10,000 or somewhere else?","[teacher] That’s a great clarification—are we looking for the number of tens or the value of the place? If we have 1,000 tens like you suggested, how can we show that those tens actually make up the ten thousand place?","How did you figure out that there are 1,000 tens in the ten thousand place?"
203,341,No.,340,Huh? It equals 100.,That’s an interesting result; walk me through your thinking—how did you arrive at 100?,,,
204,536,"No, how many thousands was that?",535,eight.,Eight? Tell me a bit more about how you were keeping track of those thousands as we counted them up to ten thousand.,"You counted eight. If you start at one thousand and add eight more thousands, does that get you all the way to ten thousand? Try counting them out on your fingers one by one and see where you land.",You counted eight thousands. Which ones were you including in that count to get us from one thousand all the way up to ten thousand?,Walk me through how you counted those to get to eight.
204,538,No it wasn’t. Look at my fingers.,537,Eight thousand.,Tell me more about how you arrived at eight; how were you counting them just now?,"[teacher] Let’s test that. If we start at one thousand and add eight more thousands, what number does that bring us to? Does that get us all the way to ten thousand?","You're counting eight thousand steps from two thousand to nine thousand; if we take one more step to reach ten thousand, how many thousands would that be in total?",How did you arrive at eight? Walk me through how you were counting those thousands.
214,169,"No, it doesn’t.",168,$99.00.,,"If we put $99 down for just the dessert, how does that work with our goal of staying under $50 for the whole meal?","If we spend $99.00 on just two desserts, how is that going to affect our goal of keeping the whole party under $50.00?",How did you arrive at $99.00? Walk me through your calculation.
214,362,"No, one main veggie fried rice is –",361,$3.95.,"""Tell me where you're looking on the menu to find that $3.95, and what does it say that price includes?""",,"So if you found $3.95, what part of the menu are you looking at, and how does that price change when we look at the main size?",How did you arrive at $3.95? Walk me through where you are seeing that on the menu.
230,51,"No. What’s the number? What’s the number of 3? What are the number of the 10s? 371. Right? Okay. And for Shaquille O’Neal, total 705. Okay? So can we just kind of look at this and figure out a strategy for estimating or calculating the percentage of 3? Okay. So how many did Yao Ming make?",50,74.,"Help me understand where you found 74—how does that number represent the total, or the 100 percent, for the problem we're looking at?","If we use 74 as our 100 percent, take a look at the data for Yao Ming’s total shots. How does your number compare to the 371 shots listed there, and what does that tell you about using 74 as the whole?","So if 74 represents the whole 100 percent in that case, how would we use that same strategy to find the percentage for these other totals we have, like 371 or 705?","How did you arrive at 74, and how does that number represent the total, or the 100 percent, for the data we’re looking at?"
241,171,No. I’m not having a debate.,170,Where’s the percent? That one?,Tell me more about which section you’re pointing to and how you think it connects to the work we just did on the grid.,"Take a look at the grid you just shaded. If you use the number of squares we counted for two-thirds as your percent, try to see if that value allows you to reach exactly one hundred percent when you add the final third. Does that number work, or do you notice a gap?","[teacher] You’re pointing right to the spot where the percent belongs—looking at the 66 and 2/3 squares we just shaded on our grid, how does that number help us fill in that specific box for the thirds?",Can you explain your thinking? How does the number of shaded squares on your grid help you decide which percent belongs in that spot?
247,78,No. It starts with an ‘O’. Student?,77,GPS.,"[teacher] A GPS definitely tracks our distance using satellites, but can you think of the specific tool built into the car's dashboard that counts every mile the car travels?","""A GPS definitely shows us distance, but think about the car's dashboard itself. If you didn't have a GPS signal or a phone with you, how would the car still know exactly how many miles it has traveled over its whole life?""","""A GPS definitely tracks your distance using satellites, but what's the name of the specific tool built into the car's dashboard that counts every mile the wheels turn?""","How does a GPS calculate that distance, and is there a specific gauge built into the car's dashboard that records those miles as the car moves?"
256,234,No. Equation.,233,This one?,How could you use that one to show me an equation starting with 205?,Try it out and see. How can you show your math to find out if that gets you closer to your target or pushes you too far over?,"""If that's the spot you're choosing for 205, what would the rest of your equation look like to show how you're reaching your total?""",How would that choice fit into the equation you are building?
257,137,No.,136,.,Tell me more about what you’re thinking there—how did you arrive at that?,"If you add those two together, what happens to your total, and how does that result fit with the goal of finding the difference?",I see you're looking at how those parts like the 50 and 40 work together—how does that help us figure out what's happening in this column?,Can you explain your thinking? How did you arrive at that?
267,136,No. Let’s let Student I help you.,135,.,Can you walk us through where you would draw those lines to divide it into that many pieces?,"""Try drawing it that way on your paper and see what happens—do you have enough information to find the area of each of those new pieces?""",So you're seeing [Student's number] parts—can you walk us through where you would draw the lines to divide it up that way?,How would dividing it that way help us use the measurements we already have to find the area?
267,281,No. It’s okay. Call on somebody to help you. What’s the key word? Call on somebody.,280,Square.,,"If you subtract those areas, would the final number represent the total space of all three squares combined? Try to think about what happens to the total amount of space when you take those numbers away from each other.","You’re right, we are looking at three different squares. If we know the area for each of those squares, what can we do to those numbers to find the total area of all of them together?","""Help me understand your thinking—if we have the area for each of those three squares, how would we combine them to find out how much space they cover all together?"""
267,351,No.,350,"Oh, yeah.",What did you just realize? Tell me more about how you're going to figure that measurement out.,Go ahead and try that approach—how could you test that measurement to see if it actually fits with the rest of your data?,"""Right, and since you noticed those two specific parts, what do you think is the relationship between them that could help us figure out that missing measurement?""",What makes you say that? Walk us through your thinking.
267,359,No.,358,I don’t think it is.,What do you notice about the line that makes you think it isn't straight?,"What makes you say that? Go ahead and try it your way first, and then tell me how you’ll check to see if that measurement is actually accurate.","Oh, yeah? What are you noticing about the object that helps you figure out where we should start measuring?",What makes you say that? How would you explain your reasoning for using that method to get an accurate measurement?
267,365,No.,364,.,What makes you say that? Tell me more about what you’re noticing there.,Tell me more about why you think that. How could you use your ruler right now to test that line and see if it's doing what you want it to do?,Tell me more about why you don't think it is—what are you seeing there that we should check with our rulers?,What makes you say it isn’t? Can you explain what you’re seeing there?
267,388,No.,387,Square.,What features are you seeing that make you think it’s a square?,Take a look at the corners—how could you test those to see if it fits all the requirements of a square?,"A square is a special type of rhombus, so what would we need to see in those corners to confirm it's a square?",What makes you say it’s a square?
267,397,No.,396,Right here?,Tell me more about how you would draw the sides from that spot to form a rectangle.,Try drawing that line—does that create a shape with four right angles and opposite sides that are equal?,"""If we start the rectangle right there, what would the other sides look like to make sure all the corners are square?""",What makes you think that spot would work to form a rectangle?
297,237,No.,236,Area?,Tell me more about that—which part of the cube would we be measuring if we were looking for the area?,"Think about what area measures on a flat surface. If you apply that to your cube, what part of the shape are you actually measuring, and what might be left out?","""You're thinking about area—if we measure the area of each flat surface, what would that tell us about the total outside of the cube?""",What part of the cube are you thinking about when you say area?
315,411,No it’s not.,410,It’s on the top.,Tell me more about what you mean by it being on the top; how are you deciding exactly where to place the mark there?,"If you put it right there on the line instead of the corner, try to name the two numbers for that exact spot. Does it land on a specific number for both your ""over"" and your ""up""?","I see you’re looking at the top there. When you say it’s on the top, how does that help us find the exact spot where our “over” and “up” numbers meet?",Can you explain why you chose that spot on the line instead of one of the corners?
333,44,No. Nine minus six.,43,Four.,How did you get to four? Walk me through your thinking.,Try counting that out on your fingers—does that leave you with four?,"[teacher] You’re thinking four. If we have six and we count on four more, what number does that bring us to?",How did you get four? Walk me through how you figured that out.
339,467,No. It’s not six.,466,Nine.,"""You just told me that four times five is twenty, so how could you use that twenty to help you figure out what one more group of four would be?""","You just said four times five is twenty. If we are adding another group of four, how does nine compare to that twenty?","You said nine; how did you get to that number, and how can we use it to help us find the next group of four after twenty?",How can you use the fact that four times five is twenty to help you figure out four times six?
365,84,No. Student A?,83,Four.,How did you arrive at four? Can you talk us through your thinking using the 19 total students and the 5 who already have skates?,"If 5 students have skates and 4 students need skates, does that account for all 19 students in the class? Use your cubes to show me how those two groups look compared to the 19 students we started with.","You're seeing a four there; are you looking at the difference between the 9 and the 5? If we have that four in the ones place, what would the total number of students be who still need skates?",How did you get four? Walk us through your thinking.
394,494,"No, it’s not B.",493,"Oh, okay, I got it.",Tell me more about your thinking—what do you see in triangle B that matches those two clues?,"Take another look at B. Does it have both the two equal sides and the right angle we are looking for, or is it missing one of those?","You’re looking at B—if you check the sides of that triangle, do they look like they're the same length, or do you see another one that might fit both of those clues better?",Tell me more about why you chose B—how does it show those two equal sides and the right angle?
394,583,"No, it’s not.",582,It’s the angle .,Tell me more about that—how does shape C fit the description of having two equal sides and that obtuse angle you noticed?,,You noticed the angle; how does that angle in shape C compare to a right angle to help us decide if it fits the description?,What makes you think it’s C? Tell me how its sides and angles match the description.
434,185,No.,184,10.,"Tell me more about how you got to 10—if we started with 10,000 and crossed out those two zeros, how many zeros should we have left in our bottom number?","If it’s 25 out of 10, how would that look on our grid compared to the 100% we said was our limit?","If we have 10, how many zeros are left over from our ten thousand after we cross out those two?",How did you get 10? Walk us through your thinking on what's left in the denominator after we crossed those zeros out.
434,251,"No, close though.",250,One-sixth.,That’s an interesting thought. How many of those 12 and a half percent pieces do you think it would take to fill up the whole 100?,"Let’s test that out. If you had six of those 12 and a half percent pieces, would they fill up the whole 100? Try to figure out where that total would land you.","One-sixth is an interesting way to look at it. If we have 12 and a half, how many groups of that size do you think it would take to fill up the whole 100?",How did you arrive at one-sixth? Walk me through your thinking.
434,303,"No, not 003.",302,003.,Help me understand how you’re thinking about the place value there to show the three hundred thousandths you mentioned.,"If you write it that way, how would you read that number out loud, and does it match the three hundred we have in our fraction?","""You’ve got the three digits there, but if we write that as 0.003, how would we say that value out loud to see if it matches the 300 thousandths we’re looking for?""",How does that decimal represent the 300 thousandths from your fraction?
435,143,No.,142,6 fourths.,Tell me more about your thinking there—how did you arrive at 6 fourths for that one part?,"If this one part is 6 fourths, and we have four equal parts just like it, how many fourths would we have altogether in the whole group?","So you’re seeing 6 blocks inside each of those four sections; if we look at just this one group of 6, what fraction of the whole 24 would that part represent?",Can you explain how you came up with 6 fourths based on the 24 blocks we just counted?
457,437,No.,436,The hundreds.,,"Take a look at the names we just used, like tenths and hundredths; if we call this the hundreds place, how does that fit the pattern of where the decimal point is?","[teacher] You're noticing a pattern with the hundreds; if we just talked about tenths and hundredths, what would we call this third place value to keep that pattern going?",What makes you say that’s the hundreds place?
519,416,"No. Okay, stop right there. Student H, tell us.",415,Because all the angles are equal.,"Tell me more about that—if all the angles are equal, what would the triangle look like, and how does that connect to the ""right"" angle we're looking for?","If all three angles are exactly the same, try to sketch that on your paper and see if you can find the ""square corner"" that we usually look for in a right triangle.","""You're focusing on the angles being equal. If all the angles in a triangle are equal, how would that look different from a triangle that has one 'right' angle?""",What leads you to think that all the angles in a right triangle are equal?
538,302,No.,301,Is this a parallelogram?,What do you notice about the sides of that shape that makes you think it might belong in the parallelogram group?,Take a look at the sides and angles of that shape. How does it compare to the definition of a parallelogram we’ve been using?,What is it about that shape that makes you think it might be a parallelogram?,How can you check that shape against the definition of a parallelogram to see if it fits?
555,89,"No, three?",88,700.,700? Walk me through how you arrived at that number.,"If we multiply two times 700, what total does that give us, and how does that compare to our target of 121?","If two times a number gets us as high as 700, what does that tell us about our target of 121, and what other numbers should we try instead?",How did you arrive at 700? Walk us through your thinking there.
580,61,"No, that's – how about –",60,How many times does five go into,Tell me more about that—how does thinking about how many times five goes into it help you solve this subtraction problem?,"""Try that out—if you calculate how many times five goes into nineteen, see if that result helps you get back to the fourteen we started with.""",So you're looking at how many times five fits into the total—how does thinking about those groups of five help you see the relationship between fourteen and nine?,How does thinking about how many times five goes into a number help you find the difference between fourteen and nine?
580,334,"No, we're not doing 85. Let me see –",333,Eighty-five.,"""What made you choose eighty-five, and how do you see it fitting into the problem we’re looking at?""","""Let’s try putting 85 up there. Looking at the problem we’re solving, walk me through how that number fits into the steps you were just working on.""","""Eighty-five, okay. Where did you find that eighty-five in the problem, and how does it help us understand what's happening here?""",How did you arrive at 85 for this problem?
599,64,No. Student A.,63,Height of a desk.,Interesting—what unit of measurement were you thinking of that would make a desk be a 9 or a 10?,"Hmm, let’s think about that. If you took a ruler and measured 24 desks in this classroom, would you expect to find some that are 9 and some that are 10, or would they all be the exact same height?","Height of a desk—if we measured 24 desks and they were all 9s or 10s, what unit of measurement would we be using for those numbers to make sense?",What's your thinking there—how would the numbers 9 and 10 describe the height of a desk?
600,143,No. Seven times seven is not forty-eight.,142,Forty-eight?,"""Forty-eight? Tell me more about how you arrived at that number—what dimensions are you using for Figure E?""","""Interesting. Walk me through your thinking—if the sides are seven and seven, how could we test that total to see if it's forty-eight?""",[teacher] You’re thinking 48—walk me through how you used the side lengths of Figure E to arrive at that total.,How did you arrive at forty-eight? Walk me through the steps you took to find that area.
600,164,"No, you don’t add.",163,So you just add the totals we gave you.,Can you explain your thinking there—how would adding those totals help us find the area of the whole shape?,"Let’s test that idea. If we added the 12 and the 3 from the first rectangle instead of multiplying them, would we still end up with the 36 square centimeters of area we just found?","So if we add those totals together, what would that tell us about the area of the entire shape?",How would adding those numbers together help us find the total area?
600,221,No.,220,It’s even. Quadrilateral?,"I see you’re thinking about the shape of a square; how does that help us figure out what we do to the numbers when we ""square"" them?","Let’s test that theory. If we take the number 3 and square it, what result do we get, and does that fit your rule about it being even?","You’re thinking of the shape of a square, which is a quadrilateral. If we were to find the area of that square shape, what calculation are we actually doing with its side lengths?",What's the connection you're making between squaring a number and it being even or a quadrilateral?
600,427,"No, one hundred twenty-five.",426,One hundred twenty-five point six.,Walk me through your thinking—how did you arrive at one hundred twenty-five point six?,Interesting. If we look at the numbers we’re multiplying—roughly 3 times 4—how does that result compare to the 125.6 you found?,"One hundred twenty-five point six—tell us a bit more about your process, and how did you decide where the decimal point should go in that final product?",How did you arrive at that number? Walk me through the steps you took to multiply those values.
617,192,"No, not the edges. Student A?",191,Edges?,"Tell me more—what part of the shape are you picturing when you say ""edges,"" and how might that be different from a vertex?","[teacher] Let’s test that idea. If you look at the shape on your desk and count the edges, does that match the points we are trying to name, or does that feel like a different part of the shape?","""Edges are a key part of the shape—if we look at where those edges meet, what do we call those specific points?""","What makes you think it might be the edges, and how would you describe the difference between an edge and the points where they meet?"
620,92,No.,91,"600,000","I see the 600,000 you're looking at; can you walk me through how you're reading the rest of the digits in that number?","""You’re seeing that 6 in the hundred-thousands place, but take a look at the digits that follow it. If you wrote out '600,000' and compared it to the number on your paper, what would you notice is different?""","600,000? I see you're looking at that six at the start—can you explain what you see in the rest of the number that tells you it's in the hundred-thousands place?","How did you look at the digits in that problem to come up with 600,000?"
620,223,No.,222,Isn’t a square half of a rectangle?,"That’s an interesting way to visualize it; can you explain more about what you mean by ""half"" or show us how you're picturing that?","Try drawing a few different types of rectangles on your paper and splitting them exactly in half. Does that process always result in a square, or does it depend on the specific rectangle you start with?","That’s an interesting way to visualize it; if we can make a rectangle by putting two squares together, what does that tell us about the relationship between the sides of a square and the sides of a rectangle?",What makes you say that? Can you explain how you’re picturing a square being half of a rectangle?
620,353,No.,352,2?,"Let's test that out—if we have two 24s, how close does that get us to 96?","If we use 2, what would 24 times 2 give us, and how much would we have left over?","So if 2 groups give us 48, how many more groups of 24 do you think we can fit into that remaining amount to reach 96?","How did you arrive at 2, and what would 2 times 24 give us?"
620,439,No.,438,Fluid ounces.,"[teacher] You’re thinking of how 8 fluid ounces makes one cup; how can we use that same number, 8, to describe the relationship between pints and gallons?","[teacher] Take a look at your notes for 8 fluid ounces. If you have that many, what unit does it actually create, and how would that compare to the 4 quarts we just mentioned?","8 fluid ounces makes one cup—so if we have those cups, how many would we need to equal one of the quarts we just talked about?",How did you determine that fluid ounces is the unit that connects to the number eight?
623,201,No.,200,Yes?,"What makes you say yes? If we have 50, how does that compare to the 32 we're looking at?","If it can, how many times would it go in? Try multiplying 50 by 1 and see if that fits into 32.","If you think it can, how many groups of 50 do you think we could fit inside 32?","How are you thinking about that? If we have 32, how many groups of 50 can we actually make?"
626,312,No.,311,Yes. Can I,Tell us more about that—what do you see in these shapes that makes you think they might be related?,"Go ahead and show us. If you test your idea against the angles like we did with the diamonds, what do you notice starts to happen?","Sure, go ahead—what are you seeing in these shapes that leads you to say ""yes,"" and how does that help us decide if they are congruent or similar?",What’s your reasoning for that? How can you prove it by looking at the angles or the side lengths?
628,300,No.,299,The second one doesn’t have it.,"You noticed those marks are missing on the second one—based on what we've been discussing, what do you think that tells us about the relationship between those two sides?","""That’s a good catch. If those marks are missing on the second shape, how does that affect our ability to use the Side-Angle-Side rule we just talked about?""","That’s a great observation—it is missing those markings. If we don’t have those lines to tell us the sides match up, what other information on this diagram could we use to figure out if these two shapes are actually congruent?",What does the absence of those lines tell you about the relationship between those two sides?
631,143,"No, eleven added to five.",142,Eleven plus five.,Eleven plus five. How does that expression show the action of adding eleven to the five?,"""You started with 'minus.' Take another look at the phrase 'added to' and tell me how that symbol would change our total compared to what the problem is asking for.""","You’re using ""plus"" to show ""added to""—how would we write that expression using the numbers eleven and five?","What does the phrase ""added to"" tell you about which operation we should use to connect those two numbers?"
631,147,"No, I want the expression. Somebody other than you – Student M, I’ll let you have this one.",146,Sixteen.,"""You’ve found the value, but how would we write that as a math expression to show the process of 'eleven added to five'?""","""Think about the phrase 'added to.' If you already have five and then eleven is added to it, how would you write that expression to show which number we started with?""",You found that the total value is sixteen. What would the expression look like that shows how we combined those numbers to get that sixteen?,"Sixteen is the total, but how did you translate the specific words ""eleven added to five"" into an expression to get that answer?"
631,234,"No. One-third. Point 33. Point 33. Look at my chart. Okay, you’re helping each other – your group, remember. You can help each other.",233,Point 75.,Point 75. Tell me more about your thinking—how did you arrive at that decimal for one-third?,"[teacher] Think about the 1/2 card we just made, which is 0.5. Is 1/3 a bigger or smaller piece than 1/2? Now look at your decimal, 0.75—is that bigger or smaller than 0.5? What does that tell you about your answer?","Point 75—I see you’re thinking about those groups of 25 we just used. If point 75 represents three-fourths, how does that help us figure out if one-third should be a larger or smaller decimal than that?",How did you arrive at point 75? Can you explain your thinking and show us how you're connecting that decimal to the fraction one-third?
632,20,No. Student E?,19,Segments.,Segments? Tell us more about how you’re connecting segments to the idea of breaking down a fraction into smaller parts.,"Think about what a segment is. If we segment our fraction, does that help us rewrite it using smaller numbers, or are we just looking at the different parts of the whole?","Segments are parts of a whole, so you’re thinking about how we’re breaking this fraction down. If we wanted to take those parts and make the fraction as simple as possible, what “S” word could we use instead of “reduce”?","How does the word ""segments"" relate to the process of breaking down a fraction to make it smaller?"
632,22,"No, good S words thought. Student J?",21,Subtraction.,"""You're thinking about how subtraction makes a value smaller—how do you see that connecting to what we do when we break down a fraction?""","Take a look at that equals sign you just wrote—if we use subtraction, will the two sides still be equal, or will we be changing the total value of the number?","""Subtraction definitely makes a value smaller, so if we want to make the numbers in this fraction smaller and easier to work with, what is that specific 'S' word for 'reducing' them?""",How would subtraction help us break down this fraction into a smaller form?
632,126,No.,125,2.,"Tell me more about your thinking; if we count starting from the decimal point, which number is in that second spot we were looking for?","If the 2 is the hundredths, then what place would the 7 be in? Look at where the decimal is and tell me which digit is actually the second one past the point.","So you’re looking at the 2 as the very first number after the decimal; if we call that first spot the tenths place, what does that tell us about the 7 in the second spot?",How did you decide that the 2 is in the hundredths place?
632,160,"No. If I have two numbers 6 x 8, and I’m going to change it to 8 x 6, they’re both going to equal the same, so what’s it called? Both of you sit down. You two up, new question, Student T, ssssh. Face front, hands back. Okay, new question. If I have a decimal like 2.37, what mixed number is that?",159,Associative.,That’s an interesting thought. Can you explain what you see happening with the 6 and the 8 that makes you think of the associative property?,"""Interesting. If this is the associative property, how would we group these two numbers differently? Take a look at the 6 and the 8—are they changing who they 'associate' or group with, or are they just swapping places?""","""You’re thinking of our math properties! If the Associative property is about how we group three numbers together, what do we call it when we just swap the order of these two numbers, like they are commuting back and forth?""",What makes you think that is the associative property? Can you explain the logic behind your choice?
658,523,"No, go look at it. Student J, come here. You should be working on your homework. Tell me what you got for 38. What is 24 times 2?",522,"8, I mean .",I see you’ve got 8 there. Can you walk me through the steps you took to get that answer?,"You said 8. If we have two groups of 24, does that total feel like it accounts for both groups? Take a moment to draw out what two groups of 24 looks like on your paper and see if you can find where your calculation might be missing something.","""You've got 8 there—tell me more about how you arrived at that. If that 8 is part of your answer for 24 times 2, what's the next step we need to take to solve the rest of the problem?""",How did you come up with that? Walk me through the steps you used to solve 24 times 2.
679,384,No. You gotta read the problem to understand it.,383,Dividing four –,Dividing by four? Tell me more about your thinking there—how would that help us find out who has more items?,"Try that out. If you divide by four, how does that result help us figure out who has more and still keep our total at 14?","So you’re thinking about dividing by four—tell me more about that, how would dividing our 14 items into four groups help us see who bought more?","What made you think of dividing by four, and how would that help us figure out how many items each person bought?"
693,188,No.,187,27.,Tell me more about how you got to 27—what was your thinking there?,"Let's test that out—if you add 12 plus 12, what total do you get?","27? If we use 27, how does that help us see if those two groups of 12 will fit inside our 34 inches?",How did you arrive at 27? Walk me through your thinking.
